congress,number,type,origin_chamber,title,latest_action_date,latest_action_text,update_date,url
110,71,HCONRES,House,"Commemorating the 85th Anniversary of the founding of the American Hellenic Educational Progressive Association (AHEPA), a leading association for the Nation's 1.3 million American citizens of Greek ancestry, and Philhellenes.",2007-05-15,Message on Senate action sent to the House.,2025-07-21,https://api.congress.gov/v3/bill/110/hconres/71?format=json
110,62,HCONRES,House,"Supporting the goals and ideals of a National Children and Families Day, in order to encourage adults in the United States to support and listen to children and to help children throughout the Nation achieve their hopes and dreams, and for other purposes.",2007-05-17,Message on Senate action sent to the House.,2025-04-21,https://api.congress.gov/v3/bill/110/hconres/62?format=json
110,150,HCONRES,House,Expressing gratitude to the people and Government of the Republic of Georgia for their support and commitment in combating Islamist terrorism worldwide and their specific efforts to bring security and stability in Iraq and Afghanistan.,2007-05-17,Referred to the House Committee on Foreign Affairs.,2025-01-02,https://api.congress.gov/v3/bill/110/hconres/150?format=json
110,101,HCONRES,House,"Expressing the sense of Congress that the bicentennial of the 1807 Abolition of the Slave Trade Act, which banned the slave trade in the British Empire, allowed for the search and seizure of ships suspected of transporting enslaved people, and provided compensation for the freedom of slaves, should be commemorated.",2007-06-15,Sponsor introductory remarks on measure. (CR E305),2025-01-02,https://api.congress.gov/v3/bill/110/hconres/101?format=json
110,80,HCONRES,House,"Calling on the Government of Uganda and the Lord's Resistance Army (LRA) to recommit to a political solution to the conflict in northern Uganda by engaging in good-faith negotiations, and urging immediate and substantial support for the ongoing peace process from the United States and the international community.",2007-06-19,Received in the Senate and referred to the Committee on Foreign Relations.,2025-04-07,https://api.congress.gov/v3/bill/110/hconres/80?format=json
110,21,HCONRES,House,Calling on the United Nations Security Council to charge Iranian leader Mahmoud Ahmadinejad with violating the 1948 Convention on the Prevention and Punishment of the Crime of Genocide and United Nations Charter because of his calls for the destruction of the State of Israel.,2007-06-21,Received in the Senate and referred to the Committee on Foreign Relations.,2025-04-28,https://api.congress.gov/v3/bill/110/hconres/21?format=json
110,111,HCONRES,House,Expressing the sense of Congress that Lionel Hampton should be honored for his contributions to American music.,2007-06-27,Referred to the Subcommittee on Healthy Families and Communities.,2025-07-21,https://api.congress.gov/v3/bill/110/hconres/111?format=json
110,7,HCONRES,House,Calling on the League of Arab States and each Member State individually to acknowledge the genocide in the Darfur region of Sudan and to step up their efforts to stop the genocide in Darfur.,2007-06-28,Placed on Senate Legislative Calendar under General Orders. Calendar No. 244.,2025-04-28,https://api.congress.gov/v3/bill/110/hconres/7?format=json
110,120,HCONRES,House,Expressing the sense of Congress that the Federal government and the people of the United States should honor the spirit of volunteerism and personal growth promoted by the Congressional Award Program.,2007-07-09,Referred to the Subcommittee on Healthy Families and Communities.,2025-07-21,https://api.congress.gov/v3/bill/110/hconres/120?format=json
110,140,HCONRES,House,Financial Services Diversity Initiative,2007-09-25,"Received in the Senate and referred to the Committee on Banking, Housing, and Urban Affairs.",2026-03-23,https://api.congress.gov/v3/bill/110/hconres/140?format=json
110,25,HCONRES,House,"Expressing the sense of Congress that it is the goal of the United States that, not later than January 1, 2025, the agricultural, forestry, and working land of the United States should provide from renewable resources not less than 25 percent of the total energy consumed in the United States and continue to produce safe, abundant, and affordable food, feed, and fiber.",2007-10-16,"Received in the Senate and referred to the Committee on Agriculture, Nutrition, and Forestry.",2025-12-05,https://api.congress.gov/v3/bill/110/hconres/25?format=json
110,60,HCONRES,House,"Expressing support for the goals of Veterans Educate Today's Students (VETS) Day, and for other purposes.",2007-11-06,Received in the Senate and referred to the Committee on Veterans' Affairs.,2025-01-14,https://api.congress.gov/v3/bill/110/hconres/60?format=json
110,122,HCONRES,House,Supporting the goal and mission of America Recycles Day.,2007-11-14,Received in the Senate and referred to the Committee on Environment and Public Works.,2025-01-14,https://api.congress.gov/v3/bill/110/hconres/122?format=json
110,112,HCONRES,House,Supporting the goals and ideas of a National Child Care Worthy Wage Day.,2008-05-02,Message on Senate action sent to the House.,2026-03-23,https://api.congress.gov/v3/bill/110/hconres/112?format=json
110,2,HCONRES,House,Expressing the sense of the Congress that children in the United States should understand and appreciate the contributions of individuals from the territories of the United States and the contributions of such individuals in United States history.,2008-06-24,Received in the Senate and referred to the Committee on Energy and Natural Resources.,2026-03-24,https://api.congress.gov/v3/bill/110/hconres/2?format=json
110,32,HCONRES,House,"Honoring the members of the United States Air Force who were killed in the June 25, 1996, terrorist bombing of the Khobar Towers United States military housing compound near Dhahran, Saudi Arabia.",2008-06-25,Message on Senate action sent to the House.,2025-06-06,https://api.congress.gov/v3/bill/110/hconres/32?format=json
110,61,HCONRES,House,Expressing the sense of the Congress that the United States flag flown over the United States Capitol should be lowered to half-mast one day each month in honor of the brave men and women from the United States who have lost their lives in military conflicts.,2008-10-02,Referred to the Committee on Rules and Administration.,2025-01-14,https://api.congress.gov/v3/bill/110/hconres/61?format=json
111,12,HCONRES,House,Expressing the sense of Congress that the United States Postal Service should issue a commemorative postage stamp honoring Sam Phillips and that the Citizens' Stamp Advisory Committee should recommend to the Postmaster General that such a stamp be issued.,2009-01-08,Referred to the House Committee on Oversight and Government Reform.,2025-02-04,https://api.congress.gov/v3/bill/111/hconres/12?format=json
111,20,HCONRES,House,Expressing the sense of Congress that the global use of child soldiers is unacceptable and that the international community should find remedies to end this practice.,2009-01-13,Referred to the House Committee on Foreign Affairs.,2025-04-07,https://api.congress.gov/v3/bill/111/hconres/20?format=json
111,10,HCONRES,House,"Supporting the observance of World Stroke Awareness Day, and for other purposes.",2009-01-14,Referred to the Subcommittee on Health.,2024-02-07,https://api.congress.gov/v3/bill/111/hconres/10?format=json
111,22,HCONRES,House,Establishing the Joint Select Committee on Reorganization and Reform of Foreign Assistance Agencies and Programs.,2009-01-15,Referred to the House Committee on Rules.,2025-04-07,https://api.congress.gov/v3/bill/111/hconres/22?format=json
111,32,HCONRES,House,"Expressing the sense of Congress that the 40th anniversary of the oil spill off the coast of Santa Barbara, California, should be remembered as an ecological and economic disaster that triggered major environmental legislation and helped launch the modern environmental movement, and for other purposes.",2009-01-28,Referred to the House Committee on Natural Resources.,2024-02-07,https://api.congress.gov/v3/bill/111/hconres/32?format=json
111,2,HCONRES,House,"Expressing the sense of the Congress that the United States Fish and Wildlife Service should incorporate consideration of global warming and sea-level rise into the comprehensive conservation plans for coastal national wildlife refuges, and for other purposes.",2009-02-04,"Referred to the Subcommittee on Insular Affairs, Oceans and Wildlife.",2025-01-02,https://api.congress.gov/v3/bill/111/hconres/2?format=json
111,42,HCONRES,House,"Recognizing the contributions of the New York Public Library's Schomburg Center for Research in Black Culture in educating the people of the United States about the African-American migration experience, and for other purposes.",2009-09-14,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",2021-09-28,https://api.congress.gov/v3/bill/111/hconres/42?format=json
